Time_s,Current_A
1510.0,31.587
1511.0,35.4901
1512.0,38.7948
1513.0,40.6666
1514.0,40.1281
1515.0,36.7919
1516.0,31.2826
1517.0,23.9707
1518.0,18.8554
1519.0,13.973
1520.0,12.4101
1521.0,12.8302
1522.0,14.367
1523.0,18.0798
1524.0,19.2717
1525.0,18.0857
1526.0,15.252
1527.0,10.8886
1528.0,5.1689
1529.0,1.7902
1530.0,0.8275
1531.0,1.4004
1532.0,6.072
1533.0,11.1572
1534.0,17.9127
1535.0,22.5995
1536.0,24.7267
1537.0,26.2076
1538.0,23.96
1539.0,21.7264
1540.0,20.58
1541.0,21.2041
1542.0,22.9156
1543.0,27.9997
1544.0,33.8919
1545.0,39.4232
1546.0,42.9192
1547.0,43.7239
1548.0,41.6671
1549.0,37.8599
1550.0,67.1381
1551.0,61.5058
1552.0,59.5562
1553.0,58.6835
1554.0,58.393
1555.0,61.1419
1556.0,63.8771
1557.0,65.1001
1558.0,27.6226
1559.0,23.209
1560.0,17.5174
1561.0,11.6971
1562.0,5.3955
1563.0,2.0414
1564.0,1.709
1565.0,3.7219
1566.0,8.0969
1567.0,13.0228
1568.0,15.8347
1569.0,16.9968
1570.0,16.2089
1571.0,13.3284
1572.0,11.5004
1573.0,9.2596
1574.0,9.4634
1575.0,13.6959
1576.0,17.7944
1577.0,24.0036
1578.0,30.7004
1579.0,36.3997
1580.0,38.5629
1581.0,37.7708
1582.0,36.3419
1583.0,32.2997
1584.0,30.2749
1585.0,28.4656
1586.0,28.4962
1587.0,31.7589
1588.0,34.848
1589.0,38.3866
1590.0,39.7711
1591.0,38.179
1592.0,34.4518
1593.0,29.2116
1594.0,21.9166
1595.0,15.7925
1596.0,11.3951
1597.0,10.3466
1598.0,11.8366
1599.0,12.974
1600.0,16.0347
1601.0,18.1216
1602.0,17.0659
1603.0,14.6553
1604.0,9.8767
1605.0,5.9653
1606.0,2.3075
1607.0,1.6549
1608.0,3.4776
1609.0,8.4106
1610.0,13.6329
1611.0,19.7922
1612.0,24.809
1613.0,27.473
1614.0,28.1814
1615.0,26.44
1616.0,24.3593
1617.0,23.1443
1618.0,22.2778
1619.0,25.479
1620.0,29.9221
1621.0,34.7736
1622.0,39.048
1623.0,42.9861
1624.0,44.3896
1625.0,41.6085
1626.0,36.675
1627.0,31.2646
1628.0,26.5904
1629.0,22.8991
1630.0,21.2906
1631.0,22.0739
1632.0,24.1476
1633.0,25.9562
1634.0,27.6189
1635.0,25.2439
1636.0,21.8696
1637.0,16.2634
1638.0,9.8453
1639.0,4.061
1640.0,1.4221
1641.0,1.1417
1642.0,3.3612
1643.0,8.1776
1644.0,12.2819
1645.0,16.9313
1646.0,18.0124
1647.0,17.8263
1648.0,15.7682
1649.0,12.9793
1650.0,11.6429
1651.0,11.5871
1652.0,15.0715
1653.0,19.4408
1654.0,26.5963
1655.0,33.764
1656.0,37.4759
1657.0,39.9476
1658.0,39.9719
1659.0,37.1465
1660.0,33.458
1661.0,30.1019
1662.0,28.2875
1663.0,28.7384
1664.0,30.6596
1665.0,33.6238
1666.0,36.8943
1667.0,38.636
1668.0,36.5288
1669.0,32.202
1670.0,27.001
1671.0,19.698
1672.0,12.7806
1673.0,9.8746
1674.0,7.8455
1675.0,9.0397
1676.0,11.8327
1677.0,14.681
1678.0,16.74
1679.0,16.1728
1680.0,14.2991
1681.0,10.1979
1682.0,6.4701
1683.0,3.3793
1684.0,1.9869
1685.0,4.8572
1686.0,8.8615
1687.0,15.66
1688.0,21.9262
1689.0,27.708
1690.0,29.8292
1691.0,30.2106
1692.0,28.7919
1693.0,26.2881
1694.0,24.873
1695.0,23.735
1696.0,26.0218
1697.0,30.0686
1698.0,35.9517
1699.0,40.9616
1700.0,43.1875
1701.0,43.4226
1702.0,40.8948
1703.0,36.4389
1704.0,29.6753
1705.0,24.6483
1706.0,21.1348
1707.0,19.4692
1708.0,20.055
1709.0,22.4004
1710.0,57.9395
1711.0,60.0024
1712.0,57.9937
1713.0,53.7148
1714.0,49.1582
1715.0,43.5753
1716.0,38.0782
1717.0,35.891
1718.0,1.4157
1719.0,4.2487
1720.0,9.0844
1721.0,13.8012
1722.0,17.5869
1723.0,18.9777
1724.0,19.3486
1725.0,17.2533
1726.0,16.0687
1727.0,13.5793
1728.0,14.1307
1729.0,17.2479
1730.0,22.2381
1731.0,29.3413
1732.0,34.675
1733.0,39.655
1734.0,41.3419
1735.0,40.3388
1736.0,37.5808
1737.0,33.6835
1738.0,29.7345
1739.0,27.3761
1740.0,26.9812
1741.0,29.362
1742.0,31.6982
1743.0,35.2281
1744.0,35.9733
1745.0,33.8813
1746.0,30.2266
1747.0,23.953
1748.0,17.5695
1749.0,11.9444
1750.0,6.6681
1751.0,6.17
1752.0,7.3107
1753.0,10.5482
1754.0,13.5896
1755.0,15.4047
1756.0,15.8388
1757.0,13.7754
1758.0,11.1127
1759.0,6.9338
1760.0,4.9941
1761.0,3.757
1762.0,5.8406
1763.0,10.4061
1764.0,16.733
1765.0,23.3871
1766.0,29.3839
1767.0,32.4264
1768.0,31.9593
1769.0,31.2751
1770.0,28.1519
1771.0,26.3129
1772.0,26.4466
1773.0,27.9025
1774.0,31.1391
1775.0,35.5957
1776.0,39.4166
1777.0,42.561
1778.0,42.6549
1779.0,39.3715
1780.0,34.5015
1781.0,28.3759
1782.0,22.5273
1783.0,18.3672
1784.0,17.0947
1785.0,17.8516
1786.0,19.2595
1787.0,22.3437
1788.0,22.5744
1789.0,21.3271
1790.0,18.0291
1791.0,12.6268
1792.0,7.3066
1793.0,2.4972
1794.0,-0.1157
1795.0,0.9154
1796.0,3.6458
1797.0,9.2226
1798.0,14.5915
1799.0,18.8937
1800.0,21.2682
1801.0,20.63
1802.0,19.4886
1803.0,17.479
1804.0,16.0179
1805.0,15.9747
1806.0,19.775
1807.0,23.9917
1808.0,30.9868
1809.0,36.7961
1810.0,40.7389
1811.0,43.4495
1812.0,41.1401
1813.0,38.5737
1814.0,34.0986
1815.0,29.2574
1816.0,27.4592
1817.0,26.3433
1818.0,28.0905
1819.0,30.7031
1820.0,32.9347
1821.0,34.1472
1822.0,32.5403
1823.0,27.3466
1824.0,22.4713
1825.0,14.5354
1826.0,9.7038
1827.0,5.9331
1828.0,3.9864
1829.0,5.7902
1830.0,8.7369
1831.0,12.6676
1832.0,15.2017
1833.0,16.2783
1834.0,14.9985
1835.0,11.9913
1836.0,7.8009
1837.0,5.5702
1838.0,4.8091
1839.0,7.7373
1840.0,13.515
1841.0,20.3419
1842.0,25.8314
1843.0,31.3444
1844.0,34.4538
1845.0,34.8213
1846.0,32.529
1847.0,30.2159
1848.0,27.4848
1849.0,26.8965
1850.0,28.5131
1851.0,31.6296
1852.0,35.7776
1853.0,39.8529
1854.0,42.0625
1855.0,41.4909
1856.0,38.2426
1857.0,33.4923
1858.0,26.6338
1859.0,20.3816
1860.0,16.6645
1861.0,14.5894
1862.0,15.8398
1863.0,17.6021
1864.0,19.6189
1865.0,20.8572
1866.0,18.9901
1867.0,15.875
1868.0,10.9555
1869.0,6.2317
1870.0,37.6948
1871.0,36.0218
1872.0,36.4066
1873.0,40.0544
1874.0,44.5592
1875.0,50.8079
1876.0,55.363
1877.0,58.007
1878.0,23.4329
1879.0,21.7607
1880.0,18.9544
1881.0,18.5575
1882.0,18.1981
1883.0,21.4819
1884.0,27.1035
1885.0,31.9324
1886.0,37.0333
1887.0,41.9835
1888.0,43.9306
1889.0,42.7815
1890.0,37.7142
1891.0,33.5164
1892.0,28.5887
1893.0,25.7594
1894.0,26.0808
1895.0,25.6727
1896.0,28.7648
1897.0,31.058
1898.0,32.0157
1899.0,29.9578
1900.0,25.8649
1901.0,19.5514
1902.0,13.1905
1903.0,7.2177
1904.0,4.0299
1905.0,2.8548
1906.0,5.0049
1907.0,8.4167
1908.0,12.8234
1909.0,15.3043
1910.0,15.6378
1911.0,15.7299
1912.0,12.1712
1913.0,9.1845
1914.0,7.1168
1915.0,7.9679
1916.0,9.3229
1917.0,16.6256
1918.0,22.4224
1919.0,28.7187
1920.0,33.8009
1921.0,36.6961
1922.0,36.8534
1923.0,34.8121
1924.0,31.6887
1925.0,28.8107
1926.0,27.5741
1927.0,28.6146
1928.0,31.5491
1929.0,36.0251
1930.0,39.3834
1931.0,39.8212
1932.0,40.4811
1933.0,36.7229
1934.0,30.9096
1935.0,24.1365
1936.0,18.708
1937.0,14.4604
1938.0,12.1095
1939.0,13.2919
1940.0,14.9481
1941.0,17.1743
1942.0,18.7262
1943.0,18.5432
1944.0,15.6064
1945.0,10.8875
1946.0,6.084
1947.0,2.2083
1948.0,0.2532
1949.0,2.0749
1950.0,6.2747
1951.0,12.0016
1952.0,18.2017
1953.0,22.8971
1954.0,25.5134
1955.0,26.1697
1956.0,24.2433
1957.0,21.6977
1958.0,20.4346
1959.0,20.4467
1960.0,23.0519
1961.0,27.9172
1962.0,33.4034
1963.0,39.0228
1964.0,42.0912
1965.0,43.9561
1966.0,41.9987
1967.0,37.4986
1968.0,32.8307
1969.0,28.0494
1970.0,23.7385
1971.0,23.0168
1972.0,24.0305
1973.0,26.1698
1974.0,28.9612
1975.0,29.1995
1976.0,27.5084
1977.0,22.6987
1978.0,17.8448
1979.0,10.6515
1980.0,5.6778
1981.0,2.472
1982.0,2.4464
1983.0,3.5797
1984.0,6.84
1985.0,12.4465
1986.0,16.4257
1987.0,17.5933
1988.0,16.4095
1989.0,13.7571
1990.0,11.47
1991.0,8.9013
1992.0,9.7262
1993.0,12.6208
1994.0,18.099
1995.0,25.4082
1996.0,31.0279
1997.0,35.7367
1998.0,38.5073
1999.0,37.6385
2000.0,35.6963
2001.0,32.4033
2002.0,29.316
2003.0,28.0946
2004.0,28.3462
2005.0,31.6949
2006.0,34.8209
2007.0,38.0417
2008.0,39.446
2009.0,38.5796
2010.0,35.0393
2011.0,28.4528
2012.0,21.7872
2013.0,15.8325
2014.0,11.2388
2015.0,9.8494
2016.0,10.8211
2017.0,13.7508
2018.0,16.13
2019.0,17.6342
2020.0,17.4381
2021.0,14.4194
2022.0,10.4579
2023.0,5.7527
2024.0,2.4885
2025.0,1.0275
2026.0,2.0271
2027.0,7.321
2028.0,13.9701
2029.0,20.0323
2030.0,60.1174
2031.0,63.1087
2032.0,63.0815
2033.0,61.6371
2034.0,59.0449
2035.0,57.4908
2036.0,57.9267
2037.0,60.5046
2038.0,29.3394
2039.0,34.6408
2040.0,39.8969
2041.0,43.4697
2042.0,43.2932
2043.0,40.6991
2044.0,36.8545
2045.0,30.9782
2046.0,26.0509
2047.0,22.6213
2048.0,21.2049
2049.0,22.8017
2050.0,24.435
2051.0,26.4453
2052.0,27.2216
2053.0,24.9172
2054.0,21.7984
2055.0,15.6246
2056.0,9.7142
2057.0,3.8049
2058.0,0.6391
2059.0,1.4785
2060.0,3.8733
2061.0,7.687
2062.0,12.4057
2063.0,16.9064
2064.0,17.7225
2065.0,18.4029
2066.0,15.2946
2067.0,13.3382
2068.0,11.2768
2069.0,12.0184
2070.0,14.5053
2071.0,19.9141
2072.0,26.5622
2073.0,32.5875
2074.0,38.1724
2075.0,40.0134
2076.0,39.6749
2077.0,36.6769
2078.0,32.2928
2079.0,29.8298
2080.0,28.9987
2081.0,28.6084
2082.0,30.488
2083.0,33.6152
2084.0,36.6342
2085.0,38.0949
2086.0,36.1095
2087.0,33.0375
2088.0,26.8443
2089.0,20.0334
2090.0,13.8251
2091.0,9.5435
2092.0,8.3288
2093.0,9.3126
2094.0,11.5582
2095.0,14.3754
2096.0,16.497
2097.0,16.9666
2098.0,13.5982
2099.0,9.7147
2100.0,6.2404
2101.0,3.1535
2102.0,2.4304
2103.0,4.5204
2104.0,8.9866
2105.0,15.9327
2106.0,21.139
2107.0,26.6413
2108.0,29.8773
2109.0,29.693
2110.0,28.7293
2111.0,27.074
2112.0,24.5613
2113.0,24.4738
2114.0,25.9392
2115.0,30.2492
2116.0,35.4215
2117.0,40.1502
2118.0,43.7419
2119.0,43.7133
2120.0,40.4222
2121.0,36.0728
2122.0,30.2456
2123.0,25.009
2124.0,21.3769
2125.0,18.8627
2126.0,19.6549
2127.0,21.497
2128.0,23.9272
2129.0,24.9178
2130.0,23.6502
2131.0,19.4166
2132.0,13.8258
2133.0,8.0865
2134.0,2.7991
2135.0,1.3456
2136.0,0.1277
2137.0,3.7966
2138.0,9.2378
2139.0,13.507
2140.0,17.4807
2141.0,19.4755
2142.0,19.3749
2143.0,18.1397
2144.0,14.3156
2145.0,14.2631
2146.0,13.5118
2147.0,16.9206
2148.0,22.049
2149.0,28.8987
2150.0,34.2849
2151.0,39.7621
2152.0,42.4486
2153.0,40.3216
2154.0,37.9013
2155.0,33.4335
2156.0,30.0765
2157.0,27.6607
2158.0,27.2872
2159.0,29.5904
2160.0,33.0219
2161.0,34.8477
2162.0,36.2282
2163.0,33.9471
2164.0,29.9677
2165.0,24.4428
2166.0,18.0355
2167.0,11.5505
2168.0,7.2929
2169.0,6.1237
2170.0,6.8746
2171.0,10.5215
2172.0,13.8572
2173.0,15.5246
2174.0,15.7784
2175.0,14.2002
2176.0,10.5076
2177.0,6.8989
2178.0,5.0736
2179.0,3.6825
2180.0,5.9806
2181.0,10.7526
2182.0,17.7519
2183.0,23.9483
2184.0,29.0173
2185.0,32.7514
2186.0,33.1596
2187.0,30.677
2188.0,27.5985
2189.0,26.6571
2190.0,60.5279
2191.0,62.86
2192.0,65.4584
2193.0,71.3092
2194.0,74.7928
2195.0,78.141
2196.0,77.7451
2197.0,74.3848
2198.0,34.3912
2199.0,28.6196
2200.0,22.6596
2201.0,18.861
2202.0,17.8178
2203.0,17.0492
2204.0,20.3426
2205.0,21.8211
2206.0,22.2543
2207.0,20.7875
2208.0,17.6702
2209.0,12.9022
2210.0,6.8743
2211.0,2.9869
2212.0,-0.4512
2213.0,0.7659
2214.0,3.6023
2215.0,9.3246
2216.0,14.9596
2217.0,18.8086
2218.0,20.2779
2219.0,21.4623
2220.0,19.8828
2221.0,17.6035
2222.0,16.4483
2223.0,15.9573
2224.0,19.5408
2225.0,24.8151
2226.0,29.8875
2227.0,36.7531
2228.0,40.7957
2229.0,42.7068
2230.0,41.7567
2231.0,38.0112
2232.0,33.428
2233.0,29.5393
2234.0,26.4674
2235.0,26.0089
2236.0,28.2468
2237.0,30.1395
2238.0,33.2549
2239.0,34.0079
2240.0,31.5326
2241.0,27.775
2242.0,22.4272
2243.0,14.8079
2244.0,9.105
2245.0,5.6673
2246.0,4.7362
2247.0,5.8539
2248.0,8.9402
2249.0,13.3225
2250.0,16.0204
2251.0,16.3579
2252.0,14.5085
2253.0,11.1097
2254.0,7.6936
2255.0,5.8629
2256.0,5.6498
2257.0,8.6203
2258.0,13.3893
2259.0,19.0944
2260.0,26.7459
2261.0,31.1822
2262.0,34.3108
2263.0,34.8093
2264.0,33.6511
2265.0,31.2902
2266.0,27.917
2267.0,26.829
2268.0,28.5084
2269.0,31.9821
2270.0,35.8239
2271.0,40.6148
2272.0,42.1899
2273.0,41.838
2274.0,38.6125
2275.0,33.0215
2276.0,26.745
2277.0,20.2529
2278.0,16.1624
2279.0,14.2829
2280.0,15.5463
2281.0,17.7658
2282.0,19.845
2283.0,21.3479
2284.0,19.6162
2285.0,16.5932
2286.0,10.9964
2287.0,6.0197
2288.0,2.28
2289.0,0.4689
2290.0,1.0338
2291.0,4.8254
2292.0,9.6725
2293.0,15.8822
2294.0,21.0342
2295.0,23.4854
2296.0,23.7005
2297.0,21.9694
2298.0,19.749
2299.0,17.9942
2300.0,18.9068
2301.0,21.5546
2302.0,26.4707
2303.0,32.0897
2304.0,37.1841
2305.0,42.5367
2306.0,43.2986
2307.0,41.6531
2308.0,38.4834
2309.0,33.1609
2310.0,29.1988
2311.0,26.0486
2312.0,25.2965
2313.0,25.7275
2314.0,29.148
2315.0,30.9754
2316.0,31.4337
2317.0,29.9759
2318.0,25.0312
2319.0,19.8715
2320.0,12.6711
2321.0,6.814
2322.0,3.1724
2323.0,3.4477
2324.0,4.6023
2325.0,9.0419
2326.0,12.1586
2327.0,14.6419
2328.0,15.9004
2329.0,15.7195
2330.0,12.4712
2331.0,9.2267
2332.0,7.419
2333.0,7.6189
2334.0,10.6241
2335.0,15.9499
2336.0,21.8561
2337.0,28.099
2338.0,33.6575
2339.0,36.6859
2340.0,36.2595
2341.0,34.1711
2342.0,31.604
2343.0,28.7554
2344.0,27.6662
2345.0,28.3717
2346.0,31.5349
2347.0,35.2019
2348.0,39.502
2349.0,41.4115
2350.0,74.4802
2351.0,71.2732
2352.0,65.3185
2353.0,59.0319
2354.0,53.225
2355.0,48.5016
2356.0,47.0499
2357.0,47.7275
2358.0,15.4196
2359.0,17.7539
2360.0,18.6882
2361.0,18.269
2362.0,15.0065
2363.0,10.5736
2364.0,6.4633
2365.0,2.538
2366.0,-0.01
2367.0,2.234
2368.0,6.2791
2369.0,11.2406
2370.0,18.0537
2371.0,23.229
2372.0,24.9238
2373.0,25.3747
2374.0,24.6609
2375.0,22.1591
2376.0,20.7204
2377.0,20.8809
2378.0,23.4782
2379.0,27.4444
2380.0,34.1393
2381.0,39.6138
2382.0,42.7569
2383.0,43.8534
2384.0,41.3857
2385.0,38.0312
2386.0,32.7958
2387.0,27.6495
2388.0,24.8313
2389.0,23.1883
2390.0,24.564
2391.0,26.1379
2392.0,28.62
2393.0,29.2073
2394.0,27.7044
2395.0,23.3524
2396.0,17.538
2397.0,11.4776
2398.0,5.4792
2399.0,1.7185
2400.0,8.6998
2401.0,9.4912
2402.0,9.3372
2403.0,10.9998
2404.0,11.3255
2405.0,12.348
2406.0,12.9718
2407.0,13.2523
2408.0,13.3928
2409.0,13.6499
2410.0,13.6335
2411.0,13.5934
2412.0,13.6795
2413.0,13.0597
2414.0,13.1269
2415.0,12.8375
2416.0,11.2947
2417.0,10.8197
2418.0,10.054
2419.0,9.1274
2420.0,-21.9696
2421.0,-22.6415
2422.0,-23.6612
2423.0,-25.219
2424.0,-25.179
2425.0,-25.8877
2426.0,2.8406
2427.0,2.6691
2428.0,2.567
2429.0,1.9901
2430.0,2.4292
2431.0,3.0194
2432.0,1.9793
2433.0,2.1015
2434.0,3.2674
2435.0,4.046
2436.0,4.3809
2437.0,5.8574
2438.0,5.6105
2439.0,7.3386
2440.0,7.7577
2441.0,9.6264
2442.0,10.6511
2443.0,10.4173
2444.0,11.3069
2445.0,12.5865
2446.0,12.6992
2447.0,13.3279
2448.0,13.7165
2449.0,13.1583
2450.0,13.9945
2451.0,13.6502
2452.0,13.5091
2453.0,13.9235
2454.0,12.3515
2455.0,12.5679
2456.0,11.4151
2457.0,10.612
2458.0,10.1703
2459.0,9.0746
2460.0,8.2282
2461.0,7.4487
2462.0,6.0134
2463.0,5.0312
2464.0,4.0392
2465.0,3.4272
2466.0,4.3255
2467.0,3.1518
2468.0,1.7532
2469.0,1.5449
2470.0,2.1927
2471.0,2.2928
2472.0,2.5132
2473.0,2.552
2474.0,3.0957
2475.0,3.8885
2476.0,4.5076
2477.0,4.3883
2478.0,6.054
2479.0,6.7208
2480.0,8.0701
2481.0,10.1327
2482.0,10.0011
2483.0,10.5985
2484.0,11.8954
2485.0,12.4357
2486.0,13.0221
2487.0,13.5888
2488.0,14.529
2489.0,13.4738
2490.0,14.1895
2491.0,13.5556
2492.0,13.9285
2493.0,12.9786
2494.0,12.6872
2495.0,12.1246
2496.0,11.917
2497.0,11.0913
2498.0,-20.6442
2499.0,-21.0394
2500.0,-22.2838
2501.0,-23.442
2502.0,-23.9409
2503.0,-24.8473
2504.0,5.444
2505.0,3.9305
2506.0,2.5949
2507.0,2.4281
2508.0,2.7022
2509.0,2.9092
2510.0,1.3656
2511.0,1.3219
2512.0,3.042
2513.0,2.8098
2514.0,2.7986
2515.0,3.9712
2516.0,3.419
2517.0,5.2774
2518.0,6.277
2519.0,7.4311
2520.0,7.5944
2521.0,8.9729
2522.0,9.4839
2523.0,10.8261
2524.0,11.1686
2525.0,12.0794
2526.0,12.4558
2527.0,13.6065
2528.0,14.0497
2529.0,13.8323
2530.0,14.0153
2531.0,13.3467
2532.0,13.5865
2533.0,13.326
2534.0,13.9024
2535.0,11.7979
2536.0,12.1124
2537.0,11.1227
2538.0,9.9664
2539.0,9.6421
2540.0,8.1488
2541.0,7.2171
2542.0,6.1246
2543.0,5.7655
2544.0,4.9119
2545.0,3.5071
2546.0,2.6182
2547.0,2.5728
2548.0,1.9736
2549.0,2.0485
2550.0,2.495
2551.0,1.8909
2552.0,2.2765
2553.0,2.6772
2554.0,3.4853
2555.0,2.8586
2556.0,4.2306
2557.0,5.3606
2558.0,6.6259
2559.0,6.8646
2560.0,7.2494
2561.0,9.1865
2562.0,9.6
2563.0,10.2481
2564.0,11.277
2565.0,12.1688
2566.0,12.6122
2567.0,12.4638
2568.0,14.0652
2569.0,14.4361
2570.0,14.2606
2571.0,13.4711
2572.0,13.6257
2573.0,13.3434
2574.0,13.0936
2575.0,-17.49
2576.0,-18.767
2577.0,-19.2433
2578.0,-19.963
2579.0,-20.4791
2580.0,-21.7182
2581.0,7.377
2582.0,6.1794
2583.0,5.8402
2584.0,4.6372
2585.0,3.4129
2586.0,3.7072
2587.0,2.9331
2588.0,2.1164
2589.0,1.8821
2590.0,2.1186
2591.0,2.2591
2592.0,2.3726
2593.0,2.7785
2594.0,3.8259
2595.0,4.186
2596.0,4.5495
2597.0,5.6526
2598.0,5.7329
2599.0,7.2206
2600.0,8.7237
2601.0,8.8514
2602.0,9.515
2603.0,10.4631
2604.0,11.0909
2605.0,11.9287
2606.0,12.7059
2607.0,12.7838
2608.0,13.7126
2609.0,14.287
2610.0,13.6369
2611.0,14.5338
2612.0,13.9107
2613.0,13.7583
2614.0,12.591
2615.0,12.5845
2616.0,11.0899
2617.0,11.08
2618.0,9.9228
2619.0,9.1599
2620.0,7.5298
2621.0,6.7034
2622.0,6.3848
2623.0,4.8967
2624.0,4.6586
2625.0,3.2105
2626.0,3.4852
2627.0,2.161
2628.0,2.5146
2629.0,2.3241
2630.0,1.7213
2631.0,2.3067
2632.0,2.3978
2633.0,2.4384
2634.0,2.7425
2635.0,2.9723
2636.0,4.6131
2637.0,4.6501
2638.0,6.184
2639.0,6.956
2640.0,8.2717
2641.0,8.8178
2642.0,9.7223
2643.0,11.0167
2644.0,11.6607
2645.0,12.3691
2646.0,13.0418
2647.0,12.7318
2648.0,14.0091
2649.0,14.1711
2650.0,13.5933
2651.0,13.8285
2652.0,-16.3094
2653.0,-16.7078
2654.0,-17.0124
2655.0,-17.1848
2656.0,-18.0406
2657.0,-19.8009
2658.0,10.1029
2659.0,9.4702
2660.0,8.1547
2661.0,7.4978
2662.0,6.9508
2663.0,5.6855
2664.0,4.573
2665.0,4.1754
2666.0,3.2039
2667.0,2.6635
2668.0,2.1531
2669.0,2.6992
2670.0,1.6726
2671.0,2.6868
2672.0,2.4936
2673.0,2.0942
2674.0,3.293
2675.0,2.9173
2676.0,4.7235
2677.0,5.6301
2678.0,5.909
2679.0,7.1108
2680.0,8.7817
2681.0,8.7363
2682.0,9.4305
2683.0,11.3166
2684.0,12.3117
2685.0,12.2441
2686.0,13.2587
2687.0,13.8826
2688.0,13.4093
2689.0,13.732
2690.0,14.4923
2691.0,14.6001
2692.0,13.9315
2693.0,12.9941
2694.0,13.6489
2695.0,12.0303
2696.0,11.3927
2697.0,10.8609
2698.0,10.4758
2699.0,9.2802
2700.0,8.1659
2701.0,7.2467
2702.0,6.1633
2703.0,5.4993
2704.0,3.4615
2705.0,3.6387
2706.0,3.2424
2707.0,2.1936
2708.0,2.4482
2709.0,1.9921
2710.0,2.7022
2711.0,2.7031
2712.0,2.1073
2713.0,2.5936
2714.0,3.1163
2715.0,3.5767
2716.0,4.5513
2717.0,4.9727
2718.0,5.6937
2719.0,7.3105
2720.0,8.2518
2721.0,8.6169
2722.0,10.2122
2723.0,10.4713
2724.0,11.628
2725.0,12.5708
2726.0,12.8407
2727.0,13.5279
2728.0,13.4998
2729.0,-16.1525
2730.0,-16.0823
2731.0,-16.3725
2732.0,-16.3644
2733.0,-17.2734
2734.0,-17.3424
2735.0,12.1287
2736.0,11.4242
2737.0,10.6273
2738.0,9.8294
2739.0,9.1304
2740.0,8.3498
2741.0,6.8015
2742.0,5.6646
2743.0,4.8592
2744.0,4.2784
2745.0,3.6166
2746.0,2.8379
2747.0,2.1355
2748.0,2.1112
2749.0,2.1464
2750.0,2.238
2751.0,1.8509
2752.0,2.1285
2753.0,2.2833
2754.0,3.1333
2755.0,3.418
2756.0,4.7025
2757.0,4.5617
2758.0,6.002
2759.0,7.1818
2760.0,8.0735
2761.0,10.0158
2762.0,9.994
2763.0,10.3223
2764.0,11.4885
2765.0,11.5321
2766.0,12.8219
2767.0,13.0128
2768.0,14.0725
2769.0,13.7063
2770.0,13.9533
2771.0,13.6719
2772.0,14.4019
2773.0,13.2175
2774.0,13.5871
2775.0,12.5683
2776.0,11.7195
2777.0,10.8714
2778.0,10.0116
2779.0,8.1675
2780.0,7.8884
2781.0,7.3995
2782.0,6.1263
2783.0,4.714
2784.0,4.4523
2785.0,4.439
2786.0,3.6447
2787.0,2.6292
2788.0,2.6742
2789.0,1.9273
2790.0,1.3185
2791.0,1.7041
2792.0,2.9188
2793.0,2.5444
2794.0,3.0485
2795.0,3.6374
2796.0,5.2349
2797.0,5.9264
2798.0,7.0334
2799.0,6.9978
2800.0,8.1182
2801.0,8.3319
2802.0,10.4449
2803.0,10.2568
2804.0,11.6134
2805.0,11.8037
2806.0,-17.3814
2807.0,-16.9889
2808.0,-16.5368
2809.0,-16.2895
2810.0,-16.2193
2811.0,-15.7405
2812.0,13.2644
2813.0,13.4343
2814.0,13.3413
2815.0,12.0374
2816.0,11.2395
2817.0,10.6317
2818.0,10.326
2819.0,9.0162
2820.0,7.7875
2821.0,7.2549
2822.0,5.705
2823.0,5.5486
2824.0,4.6367
2825.0,3.6342
2826.0,2.8105
2827.0,2.2993
2828.0,2.5076
2829.0,2.5655
2830.0,1.7451
2831.0,2.2572
2832.0,1.4589
2833.0,2.4201
2834.0,3.1335
2835.0,3.3935
2836.0,4.0987
2837.0,5.0089
2838.0,6.2628
2839.0,6.9865
2840.0,7.1047
2841.0,8.0903
2842.0,9.6114
2843.0,10.907
2844.0,10.4277
2845.0,12.0427
2846.0,12.6436
2847.0,13.9014
2848.0,13.5523
2849.0,14.0793
2850.0,14.0565
2851.0,13.0739
2852.0,14.0136
2853.0,13.4322
2854.0,13.0574
2855.0,13.8131
2856.0,10.6931
2857.0,11.4138
2858.0,9.7391
2859.0,9.0535
2860.0,7.9818
2861.0,6.8917
2862.0,5.918
2863.0,5.4079
2864.0,3.8664
2865.0,4.0576
2866.0,2.9794
2867.0,2.2019
2868.0,2.1137
2869.0,2.5767
2870.0,1.7859
2871.0,2.2173
2872.0,2.0013
2873.0,2.9571
2874.0,3.4201
2875.0,4.4968
2876.0,4.4031
2877.0,5.5435
2878.0,6.1851
2879.0,7.5797
2880.0,7.7125
2881.0,9.2366
2882.0,9.7762
2883.0,-19.3017
2884.0,-18.4366
2885.0,-17.6565
2886.0,-17.1924
2887.0,-16.5681
2888.0,-15.6624
2889.0,14.3203
2890.0,14.3477
2891.0,13.7439
2892.0,13.3506
2893.0,13.7282
2894.0,13.2045
2895.0,12.8317
2896.0,11.2851
2897.0,10.6321
2898.0,9.1983
2899.0,8.7816
2900.0,8.3986
2901.0,6.8748
2902.0,6.4021
2903.0,5.1999
2904.0,4.6029
2905.0,3.2983
2906.0,3.18
2907.0,1.4575
2908.0,2.2189
2909.0,1.4217
2910.0,2.4824
2911.0,2.3848
2912.0,2.4803
2913.0,3.2624
2914.0,2.7663
2915.0,4.4563
2916.0,4.8462
2917.0,5.1814
2918.0,6.6001
